1,2,6,14,7,4,0,No danger
1,8,10,10,13,10,0.02,No danger
1,0,2,13,9,0,0,No danger
1,8,3,16,20,13,0,No danger
1,8,6,16,16,11,0.13,No danger
1,6,5,16,27,12,0,No danger
1,13,8,16,27,16,0,No danger
1,9,13,16,19,12,0,No danger
1,11,11,16,22,14,0,No danger
1,7,3,15,21,7,0,No danger
1,8,10,16,21,13,0,No danger
1,7,11,13,13,10,0.67,No danger
1,5,6,16,23,12,0,No danger
1,1,0,8,7,1,0,No danger
1,4,3,16,12,6,0,No danger
1,13,3,16,31,16,0,No danger
1,0,3,16,5,0,0,No danger
1,0,3,16,8,1,0,No danger
1,11,5,16,23,13,0,No danger
1,5,5,12,11,5,0.01,No danger
1,12,3,16,32,18,0,No danger
1,8,6,11,18,8,0,No danger
1,7,2,13,15,7,0,No danger
1,4,5,9,7,6,0,No danger
1,6,8,15,17,10,0.17,No danger
1,3,6,15,10,4,0,No danger
1,5,11,13,12,5,0.22,No danger
1,7,2,15,12,7,0.01,No danger
1,11,10,16,26,13,0,No danger
1,6,6,16,12,7,0.11,No danger
1,13,5,16,28,18,0,No danger
1,12,14,16,22,15,0,No danger
1,7,5,14,13,7,0.44,No danger
1,12,16,13,17,13,1.21,No danger
1,10,13,14,17,11,0.42,No danger
1,0,2,16,10,0,0.08,No danger
1,15,6,14,21,16,0,No danger
1,1,6,16,11,4,0,No danger
1,7,18,16,14,9,0.07,No danger
1,6,3,16,31,13,0,No danger
1,12,6,16,28,16,0,No danger
1,11,2,16,25,13,0,No danger
1,7,2,16,20,9,0.01,No danger
1,7,19,16,15,9,0.05,No danger
1,12,3,16,30,16,0,No danger
1,0,5,15,7,0,0,No danger
1,3,18,14,9,5,1.41,No danger
1,11,3,16,27,15,0,No danger
1,9,6,16,19,13,0,No danger
1,7,2,8,13,8,0,No danger
1,7,5,16,16,8,0.03,No danger
1,8,8,16,22,12,0,No danger
1,10,8,16,22,14,0,No danger
1,8,10,14,14,9,0.29,No danger
1,12,11,16,27,16,0,No danger
1,9,8,16,23,12,0,No danger
1,9,6,16,21,14,0,No danger
1,6,13,15,16,10,0.33,No danger
1,8,5,9,12,7,0,No danger
1,6,16,15,14,7,0.42,No danger
1,13,5,13,20,14,0,No danger
1,0,5,16,7,0,0,No danger
1,11,5,16,18,14,0.14,No danger
1,3,2,4,7,2,0,No danger
1,8,8,15,21,11,0.04,No danger
1,4,5,10,8,4,0.02,No danger
1,9,13,16,21,13,0,No danger
1,8,10,13,13,7,0.41,No danger
1,9,5,16,19,13,0,No danger
1,3,5,15,9,3,0,No danger
1,12,3,16,26,16,0,No danger
1,6,2,6,8,4,0.3,No danger
1,8,11,12,17,11,1.19,No danger
1,13,5,16,28,14,0,No danger
1,12,3,16,28,18,0,No danger
1,2,6,8,10,0,0,No danger
1,6,6,16,17,7,0.01,No danger
1,12,2,11,18,14,0,No danger
1,4,11,16,17,7,0,No danger
1,4,11,16,16,9,0.01,No danger
1,8,5,13,23,7,0.04,No danger
1,11,6,16,33,17,0,No danger
1,7,3,16,25,13,0,No danger
1,2,2,5,7,1,0,No danger
1,6,8,16,11,8,0.03,No danger
1,5,5,12,9,4,0.01,No danger
1,3,13,16,16,7,0,No danger
1,7,3,16,28,11,0,No danger
1,3,2,14,17,2,0,No danger
1,6,6,13,11,8,0.6,No danger
1,9,16,15,20,12,0.5,No danger
1,12,8,16,19,13,0.44,No danger
1,14,2,16,25,15,0,No danger
1,12,6,16,20,16,0,No danger
1,6,5,16,15,7,0,No danger
1,4,13,16,13,7,0,No danger
1,4,10,12,11,3,0.54,No danger
1,4,3,6,10,4,0.01,No danger
1,9,10,15,18,13,0,No danger
1,4,8,16,17,9,0,No danger
1,8,2,3,14,7,0,No danger
1,11,5,16,29,18,0,No danger
1,13,5,16,23,13,0,No danger
1,9,10,13,14,10,0.08,No danger
1,13,6,16,30,17,0,No danger
1,11,5,16,27,16,0,No danger
1,14,3,14,20,16,0,No danger
1,3,11,16,15,4,0.01,No danger
1,0,11,16,5,0,0.01,No danger
1,7,10,16,13,9,0.08,No danger
1,12,6,16,26,16,0,No danger
1,2,2,7,7,1,0,No danger
1,8,8,16,21,14,0,No danger
1,11,11,16,18,12,0.04,No danger
1,6,10,16,18,9,0,No danger
1,8,3,7,13,9,0,No danger
1,8,2,15,14,8,0.01,No danger
1,6,8,12,12,6,0.61,No danger
1,7,8,15,14,8,0.39,No danger
1,2,3,5,9,2,0,No danger
1,10,13,15,18,12,0.22,No danger
1,4,13,16,14,7,0,No danger
1,0,3,10,6,0,0,No danger
1,11,10,16,26,14,0,No danger
1,11,6,16,29,14,0,No danger
1,10,5,16,26,16,0,No danger
1,5,10,13,13,4,0.01,No danger
1,0,2,16,9,0,0,No danger
1,4,2,16,13,4,0,No danger
1,12,8,16,22,15,0.16,No danger
1,4,16,14,10,6,0.09,No danger
1,12,13,10,16,14,1.43,No danger
1,1,5,16,14,2,0,No danger
1,12,2,16,23,15,0,No danger
1,9,5,16,22,13,0,No danger
1,11,3,15,16,12,0.27,No danger
1,1,5,11,8,3,0,No danger
1,13,5,16,31,17,0,No danger
1,9,6,13,15,11,0.77,No danger
1,7,3,12,13,7,1.12,No danger
1,2,8,16,12,4,0.01,No danger
1,9,3,16,24,16,0,No danger
1,8,11,14,13,9,0.25,No danger
1,14,11,12,21,16,0.66,No danger
1,11,5,16,26,14,0,No danger
1,0,5,16,8,2,0,No danger
1,11,11,16,23,16,0,No danger
1,4,16,16,13,8,0,No danger
1,2,5,16,14,7,0,No danger
1,9,3,16,27,16,0,No danger
1,8,5,16,22,14,0,No danger
1,1,5,14,8,2,0.43,No danger
1,3,2,16,11,4,0,No danger
1,3,6,16,12,4,0.02,No danger
1,12,2,16,23,13,0,No danger
1,6,10,14,13,7,0.36,No danger
1,14,8,16,25,16,0,No danger
1,12,10,16,23,16,0,No danger
1,7,18,15,16,9,0.3,No danger
1,0,8,16,1,0,0,No danger
1,13,3,16,28,18,0,No danger
1,10,10,16,21,12,0,No danger
2,12,6,16,24,17,0,No danger
2,13,5,16,23,17,0,No danger
2,4,14,16,12,4,0,No danger
2,0,8,16,3,0,0,No danger
2,12,8,16,28,17,0,No danger
2,3,5,16,14,6,0,No danger
2,6,11,16,10,7,0,No danger
2,6,13,15,12,7,0.05,No danger
2,0,3,16,0,0,0,No danger
2,8,11,13,15,11,0.32,No danger
2,7,19,16,14,11,0.21,No danger
2,0,10,15,6,0,0.06,No danger
2,5,3,16,26,11,0,No danger
2,0,2,15,8,0,0,No danger
2,0,2,16,4,0,0,No danger
2,6,5,16,20,12,0,No danger
2,8,3,16,24,13,0,No danger
2,3,3,14,9,5,0,No danger
2,7,5,16,21,11,0,No danger
2,0,5,16,0,0,0,No danger
2,6,16,16,16,9,0,No danger
2,1,5,15,13,2,0,No danger
2,8,13,15,17,9,0.37,No danger
2,3,10,16,11,6,0.01,No danger
2,12,3,16,28,16,0,No danger
2,2,3,15,9,2,0,No danger
2,0,13,16,0,0,0,No danger
2,0,3,16,12,1,0,No danger
2,9,3,16,27,16,0,No danger
2,0,13,16,8,0,0,No danger
2,5,13,16,11,7,0.08,No danger
2,12,5,16,27,16,0,No danger
2,3,3,16,26,10,0,No danger
2,11,3,16,31,16,0,No danger
2,7,2,8,11,8,0.06,No danger
2,9,2,12,14,11,0.53,No danger
2,4,19,16,13,7,0.02,No danger
2,0,5,16,3,0,0,No danger
2,8,3,12,13,8,0.01,No danger
2,12,3,16,24,14,0,No danger
2,3,10,16,17,6,0,No danger
2,5,13,16,11,7,0.03,No danger
2,10,6,12,15,11,1.44,No danger
2,3,19,16,9,5,0.44,No danger
2,0,2,16,9,1,0,No danger
2,10,3,16,17,13,0.27,No danger
2,6,3,16,11,7,0.01,No danger
2,2,3,16,15,4,0,No danger
2,0,3,16,4,0,0,No danger
2,3,5,7,8,3,0,No danger
2,4,18,14,10,6,0.62,No danger
2,10,8,13,17,11,0.34,No danger
2,11,3,16,24,14,0,No danger
2,4,2,16,12,6,0,No danger
2,6,3,16,28,12,0,No danger
2,8,3,14,13,8,0,No danger
2,1,2,15,8,3,0,No danger
2,13,5,16,26,17,0,No danger
2,2,3,7,13,1,0,No danger
2,5,2,15,11,7,0.16,No danger
2,7,13,14,11,8,0.44,No danger
2,4,16,16,13,8,0,No danger
2,3,3,14,9,4,0.05,No danger
2,7,16,16,16,9,0.08,No danger
2,13,11,15,22,15,0.09,No danger
2,14,5,16,26,18,0,No danger
2,9,13,16,16,11,0.26,No danger
2,1,13,7,7,1,0.1,No danger
2,10,5,16,25,16,0,No danger
2,12,3,16,29,17,0,No danger
2,5,2,10,13,4,0.76,No danger
2,2,5,16,13,7,0,No danger
2,5,11,16,15,8,0.22,No danger
2,2,3,16,21,8,0,No danger
2,5,2,15,11,5,0.09,No danger
2,7,16,14,16,8,0.11,No danger
2,0,8,16,8,3,0.11,No danger
2,0,5,16,5,0,0,No danger
2,11,8,15,18,13,0,No danger
2,6,18,14,13,7,0.01,No danger
2,0,3,16,4,0,0,No danger
2,9,3,16,27,16,0,No danger
2,3,2,6,7,3,0,No danger
2,8,3,16,23,12,0,No danger
2,5,6,16,12,6,0.06,No danger
2,3,10,16,16,7,0,No danger
2,6,8,13,12,7,0.53,No danger
2,9,6,16,30,18,0,No danger
2,6,2,16,16,6,0,No danger
2,8,21,15,13,8,0.03,No danger
2,8,6,16,19,12,0.03,No danger
2,7,8,16,18,11,0,No danger
2,11,2,16,23,14,0,No danger
2,11,8,16,22,12,0,No danger
2,2,8,16,9,3,0.03,No danger
2,14,6,13,19,16,0,No danger
2,2,8,10,9,1,0,No danger
2,6,23,16,10,9,0.15,No danger
2,0,6,15,7,0,0.03,No danger
2,11,18,16,16,14,0.01,No danger
2,6,6,15,14,8,0.03,No danger
2,5,3,16,18,7,0,No danger
2,8,11,11,13,9,0.8,No danger
2,11,5,16,29,17,0,No danger
2,7,11,12,12,6,1.09,No danger
2,6,3,16,11,9,0,No danger
2,7,3,10,11,9,0,No danger
2,0,6,11,6,0,0.09,No danger
2,2,5,9,13,1,0,No danger
2,8,14,16,19,13,0,No danger
2,0,6,16,8,5,0.01,No danger
3,12,10,16,21,14,0,No danger
3,8,3,16,15,8,0.06,No danger
3,5,2,15,12,7,0,No danger
3,4,3,16,16,7,0,No danger
3,9,23,15,14,13,0.62,No danger
3,9,10,15,18,11,0.37,No danger
3,6,14,15,13,7,0.63,No danger
3,6,14,11,14,4,1.39,No danger
3,9,14,14,14,9,0.7,No danger
3,2,10,16,10,4,0,No danger
3,13,8,16,26,18,0,No danger
3,3,8,15,8,5,0.12,No danger
3,6,3,14,11,7,0,No danger
3,8,16,16,17,12,0.1,No danger
3,6,10,15,18,9,0.14,No danger
3,7,2,5,9,7,0.18,No danger
3,3,5,16,21,6,0,No danger
3,7,2,16,12,8,0.09,No danger
3,4,3,16,15,7,0,No danger
3,7,2,5,11,7,0,No danger
3,8,2,2,11,8,0.01,No danger
3,13,6,16,28,17,0,No danger
3,5,2,16,16,5,0,No danger
3,0,0,16,6,0,0,No danger
3,6,11,16,13,7,0,No danger
3,8,11,16,14,11,0,No danger
3,14,11,16,27,17,0,No danger
3,4,2,7,8,5,0.01,No danger
3,8,10,16,16,9,0.14,No danger
3,0,3,9,8,1,0,No danger
3,4,2,10,9,2,0,No danger
3,12,3,16,25,15,0,No danger
3,3,18,16,11,6,0.03,No danger
3,7,16,13,14,9,0.37,No danger
3,9,3,16,17,12,0,No danger
3,3,5,16,24,13,0,No danger
3,7,3,14,12,8,0.09,No danger
3,9,6,15,19,11,0.01,No danger
3,3,5,10,9,4,0,No danger
3,8,8,16,14,11,0.01,No danger
3,5,16,16,13,8,0.14,No danger
3,2,2,10,9,1,0,No danger
3,8,3,7,12,9,0,No danger
3,3,3,16,16,8,0,No danger
3,0,2,13,4,1,0.01,No danger
3,8,5,16,15,9,0.02,No danger
3,1,2,14,10,0,0,No danger
3,8,11,6,11,8,0.21,No danger
3,2,3,6,12,1,0,No danger
4,1,3,16,8,1,0,No danger
4,3,6,7,7,4,0,No danger
4,7,10,15,13,8,0.51,No danger
4,15,10,15,24,17,0,No danger
4,3,6,7,7,4,0.39,No danger
4,0,5,16,2,0,0,No danger
4,7,6,14,13,7,0.05,No danger
4,5,13,16,12,8,0.13,No danger
4,0,5,16,2,0,0,No danger
4,7,16,14,12,10,0.94,No danger
4,8,6,16,22,11,0,No danger
4,4,8,9,9,4,0,No danger
4,6,11,15,12,6,0.65,No danger
4,2,6,16,8,4,0.04,No danger
4,1,8,16,11,7,0,No danger
4,6,2,9,16,5,0.01,No danger
4,0,10,16,13,6,0,No danger
4,8,21,15,16,11,0.63,No danger
4,3,13,15,13,5,0.11,No danger
4,8,11,16,14,11,0.19,No danger
4,10,5,16,22,14,0,No danger
5,13,6,16,30,17,0,No danger
5,5,3,14,11,7,0.35,No danger
5,0,6,16,5,0,0,No danger
5,6,21,12,12,6,1.58,No danger
6,2,6,16,11,3,0.01,Small danger
6,6,5,14,9,6,0.47,Small danger
6,4,3,16,16,7,0,Small danger
6,13,3,16,35,19,0,Small danger
6,3,14,16,8,4,0.24,Small danger
6,5,14,16,10,5,0.09,Small danger
6,2,2,12,8,3,0.02,Small danger
7,0,5,13,2,0,0.01,Small danger
7,2,6,15,11,4,0.18,Small danger
7,2,10,16,10,2,0.14,Small danger
7,0,6,16,8,2,0,Small danger
7,7,6,16,12,9,0,Small danger
7,1,24,15,6,1,0.51,Small danger
7,5,18,15,13,7,0.3,Small danger
7,1,5,15,6,4,0.06,Small danger
8,7,8,11,12,8,0.77,Small danger
8,0,8,16,7,0,0,Small danger
8,0,6,16,8,0,0.06,Small danger
8,4,11,15,11,8,0.44,Small danger
8,4,10,15,10,1,0.15,Small danger
9,11,3,16,23,14,0,Small danger
9,12,18,10,14,11,2.24,Small danger
9,4,14,15,11,5,0.28,Small danger
10,8,11,16,19,13,0.01,Small danger
10,3,11,15,12,4,0.1,Small danger
11,0,13,16,1,0,0,Small danger
11,8,2,16,22,10,0,Small danger
11,0,16,16,9,1,0.13,Small danger
11,4,16,14,13,3,0.45,Small danger
12,3,8,16,9,2,0,Small danger
12,3,6,14,6,1,0.22,Small danger
12,3,2,16,9,2,0,Small danger
12,2,19,16,5,2,0.22,Small danger
12,0,5,16,9,3,0.14,Small danger
12,3,19,16,10,4,0.22,Small danger
12,4,3,11,9,4,1.37,Small danger
12,6,10,16,11,8,0.28,Small danger
13,1,10,16,7,1,0.02,Small danger
13,3,21,14,8,6,0.57,Small danger
13,3,13,15,11,2,0.3,Small danger
13,2,6,16,9,2,0,Small danger
13,0,2,16,8,0,0,Small danger
13,3,3,16,15,3,0,Small danger
14,3,5,16,8,4,0.15,Small danger
14,2,5,15,7,3,0.41,Small danger
14,0,5,16,8,3,0.01,Small danger
14,7,16,13,12,6,1.47,Small danger
14,0,5,16,8,0,0,Small danger
14,3,14,16,9,4,0.04,Small danger
15,0,6,13,4,0,0.01,Small danger
15,0,13,16,11,4,0,Small danger
15,13,5,16,22,16,0,Small danger
15,3,2,16,8,2,0.02,Small danger
15,13,8,16,23,16,0,Small danger
15,3,13,15,10,6,0,Small danger
15,0,2,16,7,0,0,Small danger
15,0,11,16,6,0,0,Small danger
15,2,8,16,11,3,0,Small danger
15,0,14,10,4,0,0.08,Small danger
16,4,8,16,9,6,0.04,Small danger
16,0,2,16,3,0,0,Small danger
16,0,8,16,5,2,0,Small danger
16,0,10,5,1,0,0.44,Small danger
16,0,6,16,4,0,0,Small danger
16,7,6,16,16,12,0,Small danger
16,3,3,7,8,3,0,Small danger
17,3,8,14,10,3,0.48,Small danger
17,6,10,13,10,4,0.84,Small danger
17,3,6,14,11,4,0.43,Small danger
17,1,14,16,11,4,0,Small danger
17,3,14,16,9,5,0.09,Small danger
17,1,14,16,7,2,0.04,Small danger
17,0,5,16,3,0,0,Small danger
17,2,2,16,9,4,0,Small danger
18,7,6,16,21,12,0,Small danger
18,1,10,16,9,3,0,Small danger
18,1,5,16,7,3,0.07,Small danger
18,0,2,16,6,0,0,Small danger
18,4,14,16,11,8,0,Small danger
18,6,13,14,13,7,0.43,Small danger
18,4,8,16,17,10,0,Small danger
18,13,3,16,26,14,0,Small danger
19,3,8,16,11,4,0.02,Small danger
19,4,27,15,12,6,0.41,Small danger
19,1,2,16,9,2,0,Small danger
19,11,8,16,22,13,0,Small danger
20,1,2,16,4,2,0.03,Small danger
20,10,10,16,20,14,0,Small danger
20,7,10,16,17,12,0,Small danger
20,1,6,16,9,4,0.02,Small danger
20,0,8,16,0,0,0,Small danger
20,4,6,15,13,7,0.47,Small danger
20,1,5,16,12,4,0.04,Small danger
20,6,10,16,17,10,0,Small danger
20,8,2,16,28,11,0,Small danger
20,6,13,16,13,8,0.05,Small danger
20,1,2,9,6,1,0,Small danger
20,5,8,16,16,8,0,Small danger
21,11,14,16,23,14,0,Small danger
21,3,6,14,8,5,0.27,Small danger
21,1,3,7,4,0,0.39,Small danger
21,11,14,16,19,12,0,Small danger
21,3,13,15,9,5,0.16,Small danger
21,11,2,16,21,16,0,Small danger
22,14,10,16,22,16,0,Small danger
22,4,11,16,9,4,0,Small danger
22,2,18,16,9,3,0.1,Small danger
22,0,11,16,6,2,0,Small danger
22,9,3,16,24,12,0,Small danger
22,6,19,14,13,8,0.74,Small danger
22,8,5,16,24,13,0,Small danger
22,2,10,16,6,4,0.03,Small danger
22,2,10,15,7,1,0.29,Small danger
22,0,8,14,6,1,0.2,Small danger
22,3,8,16,7,5,0.01,Small danger
23,0,5,3,3,0,0,Small danger
23,13,3,16,17,14,0.06,Small danger
23,3,3,16,13,3,0,Small danger
23,11,3,16,20,14,0,Small danger
23,4,11,16,12,4,0,Small danger
23,3,14,12,8,4,0.46,Small danger
23,7,3,16,22,11,0,Small danger
24,2,13,16,9,3,0,Small danger
24,3,8,16,16,8,0,Small danger
24,0,2,15,6,0,0,Small danger
24,9,3,16,15,11,0,Small danger
24,4,14,16,11,6,0,Small danger
25,0,10,16,6,4,0,Small danger
25,9,3,6,12,9,0.34,Small danger
25,3,16,13,7,3,0.35,Small danger
25,10,6,14,16,11,0.06,Small danger
25,1,3,15,4,0,0,Small danger
25,13,3,16,29,16,0,Small danger
25,7,5,16,24,11,0,Small danger
25,4,11,15,9,3,0.39,Small danger
25,2,5,16,8,5,0,Small danger
25,7,10,10,11,6,0.11,Small danger
25,0,8,14,4,1,0,Small danger
25,3,8,16,9,5,0.06,Small danger
25,7,3,15,11,6,0,Small danger
25,3,18,16,9,6,0,Small danger
26,4,6,14,8,3,0.04,Mid danger
26,4,3,16,10,6,0.03,Mid danger
26,12,5,16,27,14,0,Mid danger
26,4,11,13,10,4,0.08,Mid danger
26,8,5,16,16,11,0.08,Mid danger
26,7,5,16,14,10,0,Mid danger
26,2,11,16,8,6,0,Mid danger
26,3,11,15,11,1,0.42,Mid danger
26,3,5,16,8,3,0,Mid danger
26,2,3,14,7,1,0.05,Mid danger
26,0,3,14,5,0,0,Mid danger
26,7,3,16,22,10,0,Mid danger
26,7,16,16,14,7,0.09,Mid danger
26,8,13,16,18,12,0,Mid danger
27,8,3,16,21,12,0,Mid danger
27,3,16,15,9,6,0.4,Mid danger
27,12,3,16,23,16,0,Mid danger
27,3,6,12,8,3,0,Mid danger
27,8,3,16,21,12,0,Mid danger
27,9,8,15,13,10,0.34,Mid danger
27,8,5,16,18,12,0,Mid danger
27,7,11,13,10,4,0.67,Mid danger
27,5,3,16,14,8,0.17,Mid danger
27,0,8,16,19,8,0,Mid danger
27,2,3,13,6,3,0.05,Mid danger
28,11,5,16,21,14,0,Mid danger
28,13,8,15,22,14,0.01,Mid danger
28,9,8,15,14,11,0.03,Mid danger
28,3,14,14,7,4,0.31,Mid danger
28,2,2,16,17,4,0,Mid danger
28,10,6,13,19,13,0.02,Mid danger
28,7,10,16,17,9,0,Mid danger
28,4,11,15,11,4,0.19,Mid danger
28,1,14,16,7,3,0,Mid danger
28,5,11,16,9,6,0,Mid danger
28,13,2,16,24,16,0,Mid danger
28,13,3,16,33,17,0,Mid danger
29,9,3,15,15,12,0.16,Mid danger
29,12,3,16,27,14,0,Mid danger
29,9,2,16,22,12,0.01,Mid danger
29,1,10,16,7,3,0,Mid danger
29,5,5,16,23,10,0,Mid danger
29,0,14,14,2,0,0.07,Mid danger
29,1,10,16,11,2,0,Mid danger
29,2,3,11,8,3,0,Mid danger
29,10,10,14,18,11,0.12,Mid danger
29,11,11,16,22,14,0,Mid danger
29,9,5,16,27,12,0,Mid danger
29,8,6,16,14,10,0.01,Mid danger
29,2,21,16,8,3,0.06,Mid danger
29,7,16,14,11,8,0.99,Mid danger
29,3,8,16,12,7,0,Mid danger
29,7,2,16,19,9,0,Mid danger
29,13,3,16,28,16,0,Mid danger
29,4,8,16,12,5,0.14,Mid danger
29,13,3,16,29,16,0,Mid danger
29,11,10,16,22,14,0,Mid danger
30,6,5,15,9,6,0.04,Mid danger
30,6,23,16,12,7,0,Mid danger
30,11,3,16,25,13,0,Mid danger
30,0,6,16,17,3,0,Mid danger
30,4,10,16,13,6,0,Mid danger
30,9,5,16,21,15,0,Mid danger
30,1,2,13,8,0,0,Mid danger
30,10,6,16,25,13,0,Mid danger
30,6,14,16,14,8,0,Mid danger
30,0,6,16,7,1,0,Mid danger
30,0,2,12,4,0,0,Mid danger
30,14,5,16,21,16,0,Mid danger
30,2,5,15,8,6,0.1,Mid danger
31,4,6,16,12,6,0.01,Mid danger
31,10,6,16,22,12,0,Mid danger
31,11,3,16,22,13,0,Mid danger
31,11,5,16,22,14,0,Mid danger
31,2,8,13,7,1,0.01,Mid danger
31,8,11,14,9,6,0.26,Mid danger
31,0,6,16,4,0,0,Mid danger
31,11,3,16,19,14,0,Mid danger
31,8,8,17,19,12,0,Mid danger
31,9,2,16,19,9,0,Mid danger
31,3,13,16,10,4,0.07,Mid danger
31,6,2,16,22,8,0,Mid danger
32,11,8,15,17,12,0.03,Mid danger
32,0,3,4,3,1,0,Mid danger
32,0,6,16,6,1,0,Mid danger
32,0,2,4,5,1,0,Mid danger
32,8,10,16,20,11,0,Mid danger
32,1,5,16,12,4,0,Mid danger
32,1,8,16,14,4,0,Mid danger
32,8,3,16,19,11,0.01,Mid danger
32,0,5,16,12,5,0,Mid danger
32,11,2,16,24,11,0,Mid danger
32,13,11,16,22,16,0,Mid danger
32,11,14,16,19,14,0,Mid danger
32,8,13,16,19,12,0,Mid danger
32,0,3,16,15,1,0,Mid danger
32,3,11,15,8,4,0.03,Mid danger
32,11,13,14,17,12,0.12,Mid danger
32,6,3,13,9,3,0.08,Mid danger
32,5,6,16,20,11,0,Mid danger
33,12,8,16,22,13,0,Mid danger
33,0,5,16,12,3,0,Mid danger
33,6,8,16,12,6,0.2,Mid danger
33,12,11,16,19,14,0,Mid danger
33,7,3,16,17,8,0,Mid danger
33,3,18,14,13,4,0.92,Mid danger
33,9,3,16,22,11,0,Mid danger
33,13,8,16,24,16,0,Mid danger
33,12,6,16,28,15,0,Mid danger
33,11,3,16,17,13,0,Mid danger
33,1,5,15,7,0,0,Mid danger
33,3,24,16,8,4,0.18,Mid danger
33,4,6,15,11,5,0.25,Mid danger
33,9,11,16,17,11,0,Mid danger
33,6,10,15,18,7,0.47,Mid danger
33,12,3,16,33,19,0,Mid danger
33,0,13,16,9,2,0,Mid danger
33,6,3,16,10,4,0,Mid danger
33,4,8,16,12,4,0.01,Mid danger
33,10,5,14,21,13,0.06,Mid danger
33,9,6,16,19,12,0,Mid danger
34,7,16,16,14,7,0.03,Mid danger
34,7,2,16,11,7,0.11,Mid danger
34,5,5,13,12,7,0.15,Mid danger
34,8,14,16,16,12,0,Mid danger
34,9,14,15,17,11,0.21,Mid danger
34,6,14,16,16,8,0.04,Mid danger
34,6,13,16,14,8,0.04,Mid danger
34,5,3,15,12,4,0.02,Mid danger
34,9,5,15,16,12,0,Mid danger
34,12,10,16,24,16,0,Mid danger
34,2,6,15,6,1,0.08,Mid danger
34,12,5,16,26,15,0,Mid danger
34,5,3,8,11,3,0,Mid danger
34,0,6,10,0,0,0.32,Mid danger
34,11,8,14,16,12,0.6,Mid danger
34,7,8,16,17,9,0.02,Mid danger
34,9,3,16,27,12,0,Mid danger
34,3,5,16,9,4,0.12,Mid danger
34,7,3,16,18,10,0,Mid danger
34,7,5,16,16,11,0,Mid danger
34,0,18,16,0,0,0,Mid danger
34,12,10,16,22,13,0.01,Mid danger
34,6,6,12,8,7,0.09,Mid danger
35,7,13,15,16,9,0.09,Mid danger
35,10,3,16,28,15,0,Mid danger
35,2,5,10,11,0,0,Mid danger
35,1,11,14,6,2,0.13,Mid danger
35,11,6,16,33,18,0,Mid danger
35,12,8,16,21,13,0,Mid danger
35,7,13,16,14,9,0.06,Mid danger
35,8,3,16,23,13,0,Mid danger
35,1,8,16,12,4,0.04,Mid danger
35,0,16,15,4,1,0.05,Mid danger
35,7,6,16,21,10,0,Mid danger
35,9,5,14,14,10,0.19,Mid danger
35,1,14,16,7,3,0.01,Mid danger
35,0,8,16,16,4,0,Mid danger
35,3,6,16,8,5,0,Mid danger
35,4,3,16,11,3,0.08,Mid danger
35,7,5,15,15,6,0,Mid danger
35,15,10,16,26,16,0,Mid danger
35,4,16,16,12,7,0.05,Mid danger
35,1,5,16,11,1,0,Mid danger
35,1,5,8,4,0,0,Mid danger
36,3,16,16,9,1,0.02,Mid danger
36,7,5,16,13,7,0,Mid danger
36,1,3,16,16,2,0,Mid danger
36,10,11,16,19,12,0,Mid danger
36,4,5,16,10,4,0,Mid danger
36,10,2,15,18,11,0.14,Mid danger
36,6,3,16,23,8,0,Mid danger
36,0,3,15,8,0,0,Mid danger
36,2,10,16,6,2,0.01,Mid danger
36,3,10,15,8,4,0.25,Mid danger
